6420 1 BYTE IRS_DisplaySelector "Positions 0..4
6421 1 BYTE IRS_SysDisplay_R "Boolean: false: L true: R
64E8 4 DWORD AIR_LandAltWindow
64EC 4 DWORD AIR_OutflowValveSwitch "0=CLOSE 1=NEUTRAL 2=OPEN
64F0 4 DWORD AIR_PressurizationModeSelector "0=AUTO 1=ALTN 2=MAN BOTTOM OVERHEAD
64F4 2 BYTE LTS_LandingLtRetractableSw[2] "0: RETRACT 1: EXTEND 2: ON
64F6 2 BYTE LTS_LandingLtFixedSw[2] "Boolean
64F8 2 BYTE LTS_RunwayTurnoffSw[2] "Boolean
64FA 1 BYTE LTS_TaxiSw "Boolean
64FB 1 BYTE APU_Selector "0: OFF 1: ON 2: START
64FC 2 BYTE ENG_StartSelector[2] "0: GRD 1: OFF 2: CONT 3: FLT
64FE 1 BYTE ENG_IgnitionSelector "0: IGN L 1: BOTH 2: IGN R
64FF 1 BYTE LTS_LogoSw "Boolean
6500 1 BYTE LTS_PositionSw "0: STEADY 1: OFF 2: STROBE & STEADY
6501 1 BYTE LTS_AntiCollisionSw "Boolean
6502 1 BYTE LTS_WingSw "Boolean
6503 1 BYTE LTS_WheelWellSw "Boolean
6504 2 BYTE WARN_annunFIRE_WARN[2] "Boolean
6506 2 BYTE WARN_annunMASTER_CAUTION[2] "Boolean
6508 1 BYTE WARN_annunFLT_CONT "Boolean
6509 1 BYTE WARN_annunIRS "Boolean
650A 1 BYTE WARN_annunFUEL "Boolean
650B 1 BYTE WARN_annunELEC "Boolean
650C 1 BYTE WARN_annunAPU "Boolean
650D 1 BYTE WARN_annunOVHT_DET "Boolean
650E 1 BYTE WARN_annunANTI_ICE "Boolean
650F 1 BYTE WARN_annunHYD "Boolean
6510 1 BYTE WARN_annunDOORS "Boolean
6511 1 BYTE WARN_annunENG "Boolean
6512 1 BYTE WARN_annunOVERHEAD "Boolean
6513 1 BYTE WARN_annunAIR_COND "Boolean
6514 2 BYTE EFIS_MinsSelBARO[2] "Boolean
6516 2 BYTE EFIS_BaroSelHPA[2] "Boolean
6518 2 BYTE EFIS_VORADFSel1[2] "0: VOR 1: OFF 2: ADF
651A 2 BYTE EFIS_VORADFSel2[2] "0: VOR 1: OFF 2: ADF
651C 2 BYTE EFIS_ModeSel[2] "0: APP 1: VOR 2: MAP 3: PLAN
651E 2 BYTE EFIS_RangeSel[2] "0: 5 ... 7: 640
6520 4 WORD MCP_Course[2]
6524 4 FLT32 MCP_IASMach "Mach if < 10.0
6528 1 BYTE MCP_IASBlank "Boolean
6529 1 BYTE MCP_IASOverspeedFlash "Boolean
652A 1 BYTE MCP_IASUnderspeedFlash "Boolean
652C 2 WORD MCP_Heading
652E 2 WORD MCP_Altitude
6530 2 SHORT MCP_VertSpeed
6532 1 BYTE MCP_VertSpeedBlank "Boolean
6533 2 BYTE MCP_FDSw[2] "Boolean
6535 1 BYTE MCP_ATArmSw "Boolean
6536 1 BYTE MCP_BankLimitSel "0: 10 ... 4: 30
6537 1 BYTE MCP_DisengageBar "Boolean
6538 2 BYTE MCP_annunFD[2] "Boolean
653A 1 BYTE MCP_annunATArm "Boolean
653B 1 BYTE MCP_annunN1 "Boolean
653C 1 BYTE MCP_annunSPEED "Boolean
653D 1 BYTE MCP_annunVNAV "Boolean
653E 1 BYTE MCP_annunLVL_CHG "Boolean
653F 1 BYTE MCP_annunHDG_SEL "Boolean
6540 1 BYTE MCP_annunLNAV "Boolean
6541 1 BYTE MCP_annunVOR_LOC "Boolean
6542 1 BYTE MCP_annunAPP "Boolean
6543 1 BYTE MCP_annunALT_HOLD "Boolean
6544 1 BYTE MCP_annunVS "Boolean
6545 1 BYTE MCP_annunCMD_A "Boolean
6546 1 BYTE MCP_annunCWS_A "Boolean
6547 1 BYTE MCP_annunCMD_B "Boolean
6548 1 BYTE MCP_annunCWS_B "Boolean
6549 1 BYTE MAIN_NoseWheelSteeringSwNORM "Boolean, false: ALT
654A 2 BYTE MAIN_annunBELOW_GS[2] "Boolean
654C 2 BYTE MAIN_MainPanelDUSel[2] " 0: OUTBD PFD ... 4 MFD for Capt Reverse sequence for FO
654E 2 BYTE MAIN_LowerDUSel[2] " 0: ENG PRI ..  2 ND for Capt Reverse sequence for FO
6550 2 BYTE MAIN_annunAP[2] "Boolean
6552 2 BYTE MAIN_annunAT[2] "Boolean
6554 2 BYTE MAIN_annunFMC[2] "Boolean
6556 2 BYTE MAIN_DisengageTestSelector[2] "0: 1 1: OFF 2: 2
6558 1 BYTE MAIN_annunSPEEDBRAKE_ARMED "Boolean
6559 1 BYTE MAIN_annunSPEEDBRAKE_DO_NOT_ARM "Boolean
655A 1 BYTE MAIN_annunSPEEDBRAKE_EXTENDED "Boolean
655B 1 BYTE MAIN_annunSTAB_OUT_OF_TRIM "Boolean
655C 1 BYTE MAIN_LightsSelector "0: TEST 1: BRT 2: DIM
655D 1 BYTE MAIN_RMISelector1_VOR "Boolean
655E 1 BYTE MAIN_RMISelector2_VOR "Boolean
655F 1 BYTE MAIN_N1SetSelector "0: 2 1: 1 2: AUTO 3: BOTH
6560 1 BYTE MAIN_SpdRefSelector "0: SET 1: AUTO 2: V1 3: VR 4: WT 5: VREF 6: Bug
6561 1 BYTE MAIN_FuelFlowSelector "0: RESET 1: RATE 2: USED
6562 1 BYTE MAIN_AutobrakeSelector "0: RTO 1: OFF ... 5: MAX
6563 1 BYTE MAIN_annunANTI_SKID_INOP "Boolean
6564 1 BYTE MAIN_annunAUTO_BRAKE_DISARM "Boolean
6565 1 BYTE MAIN_annunLE_FLAPS_TRANSIT "Boolean
6566 1 BYTE MAIN_annunLE_FLAPS_EXT "Boolean
6568 8 FLT32 MAIN_TEFlapsNeedle[2]
6570 3 BYTE MAIN_annunGEAR_transit[3] "Boolean
6573 3 BYTE MAIN_annunGEAR_locked[3] "Boolean
6576 1 BYTE MAIN_GearLever "0: UP 1: OFF 2: DOWN
6578 4 FLT32 MAIN_BrakePressNeedle
657C 1 BYTE HGS_annun_AIII "Boolean
657D 1 BYTE HGS_annun_NO_AIII "Boolean
657E 1 BYTE HGS_annun_FLARE "Boolean
657F 1 BYTE HGS_annun_RO "Boolean
6580 1 BYTE HGS_annun_RO_CTN "Boolean
6581 1 BYTE HGS_annun_RO_ARM "Boolean
6582 1 BYTE HGS_annun_TO "Boolean
6583 1 BYTE HGS_annun_TO_CTN "Boolean
6584 1 BYTE HGS_annun_APCH "Boolean
6585 1 BYTE HGS_annun_TO_WARN "Boolean
6586 1 BYTE HGS_annun_Bar "Boolean
6587 1 BYTE HGS_annun_FAIL "Boolean
6588 2 BYTE LTS_MainPanelKnob[2] "Position 0...150
658A 1 BYTE LTS_BackgroundKnob "Position 0...150
658B 1 BYTE LTS_AFDSFloodKnob "Position 0...150
658C 2 BYTE LTS_OutbdDUBrtKnob[2] " Position 0...127
658E 2 BYTE LTS_InbdDUBrtKnob[2] "Position 0...127
6590 2 BYTE LTS_InbdDUMapBrtKnob[2] "Position 0...127
6592 1 BYTE LTS_UpperDUBrtKnob "Position 0...127
6593 1 BYTE LTS_LowerDUBrtKnob "Position 0...127
6594 1 BYTE LTS_LowerDUMapBrtKnob "Position 0...127
6595 1 BYTE GPWS_annunINOP "Boolean
6596 1 BYTE GPWS_FlapInhibitSw_NORM "Boolean
6597 1 BYTE GPWS_GearInhibitSw_NORM "Boolean
6598 1 BYTE GPWS_TerrInhibitSw_NORM "Boolean
6599 2 BYTE CDU_annunEXEC[2] "Boolean
659B 2 BYTE CDU_annunCALL[2] "Boolean
659D 2 BYTE CDU_annunFAIL[2] "Boolean
659F 2 BYTE CDU_annunMSG[2] "Boolean
65A1 2 BYTE CDU_annunOFST[2] "Boolean
65A3 2 BYTE CDU_BrtKnob[2] "Position 0...127
65A5 1 BYTE TRIM_StabTrimMainElecSw_NORMAL "Boolean
65A6 1 BYTE TRIM_StabTrimAutoPilotSw_NORMAL "Boolean
65A7 1 BYTE PED_annunParkingBrake "Boolean
65A8 2 BYTE FIRE_OvhtDetSw[2] "0: A 1: NORMAL 2: B
65AA 2 BYTE FIRE_annunENG_OVERHEAT[2] "Boolean
65AC 1 BYTE FIRE_DetTestSw "0: FAULT/INOP 1: neutral 2: OVHT/FIRE
65AD 3 BYTE FIRE_HandlePos[3] "0: In 1: Blocked 2: Out 3: Turned Left 4: Turned right
65B0 3 BYTE FIRE_HandleIlluminated[3] "Boolean
65B3 1 BYTE FIRE_annunWHEEL_WELL "Boolean
65B4 1 BYTE FIRE_annunFAULT "Boolean
65B5 1 BYTE FIRE_annunAPU_DET_INOP "Boolean
65B6 1 BYTE FIRE_annunAPU_BOTTLE_DISCHARGE "Boolean
65B7 2 BYTE FIRE_annunBOTTLE_DISCHARGE[2] "Boolean
65B9 1 BYTE FIRE_ExtinguisherTestSw "0: 1 1: neutral 2: 2
65BA 3 BYTE FIRE_annunExtinguisherTest[3] "Left, Right, APU
65BD 2 BYTE CARGO_annunExtTest[2] "Fwd, Aft
65BF 2 BYTE CARGO_DetSelect[2] "0: A 1: NORM 2: B
65C1 2 BYTE CARGO_ArmedSw[2] "Boolean
65C3 1 BYTE CARGO_annunFWD "Boolean
65C4 1 BYTE CARGO_annunAFT "Boolean
65C5 1 BYTE CARGO_annunDETECTOR_FAULT "Boolean
65C6 1 BYTE CARGO_annunDISCH "Boolean
65C7 1 BYTE HGS_annunRWY "Boolean
65C8 1 BYTE HGS_annunGS "Boolean
65C9 1 BYTE HGS_annunFAULT "Boolean
65CA 1 BYTE HGS_annunCLR "Boolean
65CB 1 BYTE XPDR_XpndrSelector_2 " false: 1 true: 2
65CC 1 BYTE XPDR_AltSourceSel_2 "false: 1 true: 2
65CD 1 BYTE XPDR_ModeSel "0: STBY 1: ALT RPTG OFF ... 4: TA/RA
65CE 1 BYTE XPDR_annunFAIL "Boolean
65CF 1 BYTE LTS_PedFloodKnob "Position 0...150
65D0 1 BYTE LTS_PedPanelKnob "Position 0...150
65D1 1 BYTE TRIM_StabTrimSw_NORMAL "Boolean
65D2 1 BYTE PED_annunLOCK_FAIL "Boolean
65D3 1 BYTE PED_annunAUTO_UNLK "Boolean
65D4 1 BYTE PED_FltDkDoorSel "0: UNLKD 1 AUTO pushed in 2: AUTO 3: DENY
65D5 2 BYTE ENG_StartValve[2] "true: valve open
65D8 8 FLT32 AIR_DuctPress[2] "PSI
65E0 1 BYTE COMM_Attend_PressCount "Iincremented with each button press
65E1 1 BYTE COMM_GrdCall_PressCount "Iincremented with each button press
65E2 3 BYTE COMM_SelectedMic[3] "Array: 0=capt, 1=F/O, 2=observer. Values: : 0=VHF1 1=VHF2 2=VHF3 3=HF1 4=HF2 5=FLT 6=SVC 7=PA
65E8 4 FLT32 FUEL_QtyCenter "LBS
65EC 4 FLT32 FUEL_QtyLeft "LBS
65F0 4 FLT32 FUEL_QtyRight "LBS
65F4 1 BYTE IRS_aligned "Boolean: At least one IRU is aligned
65F5 1 BYTE AircraftMode "1: -600 2: -700 3: -700WL 4: -800 5: -800WL 6: -900 7: -900ER
65F6 1 BYTE WeightInKg "Boolean: false: LBS true: KG
65F7 1 BYTE GPWS_V1CallEnabled "GPWS V1 callout option enabled
65F8 1 BYTE GroundConnAvailable "can connect/disconnect ground air/electrics
65F9 1 BYTE FMC_TakeoffFlaps "degrees, 0 if not set
65FA 1 BYTE FMC_V1 "knots, 0 if not set
65FB 1 BYTE FMC_VR "knots, 0 if not set
65FC 1 BYTE FMC_V2 "knots, 0 if not set
65FD 1 BYTE FMC_LandingFlaps "degrees, 0 if not set
65FE 1 BYTE FMC_LandingVREF "knots, 0 if not set
6600 2 WORD FMC_CruiseAlt "ft, 0 if not set
6602 2 WORD FMC_LandingAltitude "ft  -32767 if not available
6604 2 WORD FMC_TransitionAlt "ft
6606 2 WORD FMC_TransitionLevel "ft
6608 1 BYTE FMC_PerfInputComplete "Boolean
660C 4 FLT32 FMC_DistanceToTOD "nm  0.0 if passed, negative if n/a
6610 4 FLT32 FMC_DistanceToDest "nm, negative if n/a
6614 9 STR FMC_flightNumber[9]
661F 1 BYTE Last_byte_1 "of_first_reserved  area_for PMDG 737NGX
6C00 1 STR Additional_variables: "added by update SP1D
6C00 12 DWORD COMM_ReceiverSwitches[3] "Bit flags for selector receivers (see ACP_SEL_RECV_VHF1 etc)
6C0C 2 BYTE MAIN_annunAP_Amber[2] "Boolean
6C0E 2 BYTE MAIN_annunAT_Amber[2] "Boolean
6C10 4 DWORD ICE_WindowHeatTestSw "0: OVHT 1: Neutral 2: PWR TEST
6C14 1 BYTE DOOR_annunFWD_ENTRY "Boolean
6C15 1 BYTE DOOR_annunFWD_SERVICE "Boolean
6C16 1 BYTE DOOR_annunAIRSTAIR "Boolean
6C17 1 BYTE DOOR_annunLEFT_FWD_OVERWING "Boolean
6C18 1 BYTE DOOR_annunRIGHT_FWD_OVERWING "Boolean
6C19 1 BYTE DOOR_annunFWD_CARGO "Boolean
6C1A 1 BYTE DOOR_annunEQUIP "Boolean
6C1B 1 BYTE DOOR_annunLEFT_AFT_OVERWING "Boolean
6C1C 1 BYTE DOOR_annunRIGHT_AFT_OVERWING "Boolean
6C1D 1 BYTE DOOR_annunAFT_CARGO "Boolean
6C1E 1 BYTE DOOR_annunAFT_ENTRY "Boolean
6C1F 1 BYTE DOOR_annunAFT_SERVICE "Boolean
6C20 1 BYTE AIR_annunAUTO_FAIL "Boolean
6C21 1 BYTE AIR_annunOFFSCHED_DESCENT "Boolean
6C22 1 BYTE AIR_annunALTN "Boolean
6C23 1 BYTE AIR_annunMANUAL "Boolean
6C24 4 FLT32 AIR_CabinAltNeedle "ft
6C28 4 FLT32 AIR_CabinDPNeedle "PSI
6C2C 4 FLT32 AIR_CabinVSNeedle "Ft/min
6C30 4 FLT32 AIR_CabinValveNeedle "0 closed ... 1 open
6C34 4 FLT32 AIR_TemperatureNeedle "Degrees C
6C38 8 FLT32 AIR_DuctPressNeedle[2]
6C40 13 STR ELEC_MeterDisplayTop[13] "Top line: 3 groups of 4 digits (or symbols) + terminating zero
6C4D 13 STR ELEC_MeterDisplayBottom[13]
6C5A 7 STR IRS_DisplayLeft[7]
6C61 8 STR IRS_DisplayRight[8]
6C69 1 BYTE IRS_DisplayShowsDots "True if the degrees and decimal dot symbols are shown on the IRS display
666A 1 BYTE Last_byte_2 "rea_of second reserved area for
